participant_id,session_id,repetition_id,label,timestamp_ms,ax,ay,az,gx,gy,gz
septian,S1,R1,rotate,63882,0.1843,0.078,-0.046,35.9524,-20.6939,38.9539
septian,S1,R1,rotate,63892,0.1852,0.0726,-0.046,27.898,-19.5628,11.4361
septian,S1,R1,rotate,63902,0.1862,0.0673,-0.0459,20.284,-19.0416,-14.919
septian,S1,R1,rotate,63912,0.1872,0.0618,-0.0459,12.9888,-19.2258,-40.5107
septian,S1,R1,rotate,63922,0.1882,0.056,-0.046,5.6796,-20.0588,-65.0703
septian,S1,R1,rotate,63932,0.189,0.05,-0.0461,-2.3223,-21.3496,-90.2052
septian,S1,R1,rotate,63942,0.1895,0.0438,-0.0463,-12.0339,-22.671,-118.9058
septian,S1,R1,rotate,63952,0.1898,0.0375,-0.0465,-24.3517,-23.3446,-154.0022
septian,S1,R1,rotate,63962,0.1899,0.0316,-0.0468,-39.8821,-22.463,-185.2547
septian,S1,R1,rotate,63972,0.1904,0.0261,-0.0469,-58.4975,-20.2261,-206.3378
septian,S1,R1,rotate,63982,0.1908,0.0215,-0.0468,-79.128,-17.3572,-219.5159
septian,S1,R1,rotate,63992,0.1911,0.0174,-0.0467,-99.8992,-13.6775,-227.733
dafa,S1,R1,rotate,65704,0.4285,0.021,-0.3687,21.1709,-2.8748,56.4448
dafa,S1,R1,rotate,65714,0.4253,0.0219,-0.3667,22.4767,-4.197,93.7966
dafa,S1,R1,rotate,65724,0.4221,0.0229,-0.3647,24.5425,-5.5156,135.61
dafa,S1,R1,rotate,65734,0.4189,0.0238,-0.3627,27.1822,-6.8867,176.5829
dafa,S1,R1,rotate,65744,0.4159,0.0248,-0.3605,30.1983,-8.2633,203.0641
dafa,S1,R1,rotate,65754,0.4129,0.0259,-0.3583,33.3715,-9.7823,218.5943
dafa,S1,R1,rotate,65764,0.41,0.027,-0.356,36.5928,-11.7243,227.7263
dafa,S1,R1,rotate,65774,0.4071,0.0281,-0.3539,39.9621,-14.1935,233.3512
dafa,S1,R1,rotate,65806,0.4044,0.0294,-0.3518,45.0782,-18.3466,237.0133
dafa,S1,R1,rotate,65809,0.4018,0.0308,-0.3497,50.8619,-22.7378,239.5226
dafa,S1,R1,rotate,65811,0.3993,0.0322,-0.3476,56.2876,-26.8942,241.3188
dafa,S1,R1,rotate,65814,0.3967,0.0336,-0.3456,61.1795,-30.7081,242.6522
dafa,S1,R1,rotate,65824,0.3941,0.0351,-0.3435,66.8447,-34.3029,243.6724
dafa,S1,R1,rotate,65834,0.3915,0.0367,-0.3414,73.6651,-37.6108,244.4731
dafa,S1,R1,rotate,65844,0.389,0.0383,-0.3394,81.8648,-40.8795,245.115
dafa,S1,R1,rotate,65854,0.3865,0.0399,-0.3376,91.5173,-44.4446,245.639
dafa,S1,R1,rotate,65864,0.384,0.0414,-0.3357,102.6402,-47.7348,246.0734
dafa,S1,R1,rotate,65874,0.3815,0.0429,-0.3338,115.7113,-50.4568,246.4386
dafa,S1,R1,rotate,65884,0.3791,0.0442,-0.3318,130.6069,-52.214,246.7491
dafa,S1,R1,rotate,65894,0.3766,0.0455,-0.3294,147.3591,-52.4604,247.0158
dafa,S1,R1,rotate,65904,0.3744,0.0465,-0.327,165.8454,-51.7687,247.2471
dafa,S1,R1,rotate,65914,0.3722,0.0472,-0.3244,184.7038,-51.2935,247.4493
dafa,S1,R1,rotate,65924,0.3701,0.0476,-0.322,201.2478,-51.7037,247.6274
dafa,S1,R1,rotate,65934,0.3683,0.0476,-0.32,213.5302,-53.0172,247.7852
dafa,S1,R1,rotate,65944,0.3667,0.0471,-0.3182,222.2481,-54.9768,247.926
dafa,S1,R1,rotate,65954,0.3655,0.0463,-0.3165,227.3288,-57.2499,248.0522
dafa,S1,R1,rotate,65964,0.3648,0.0453,-0.315,228.793,-59.4421,248.1658
dafa,S1,R1,rotate,65974,0.3646,0.0439,-0.3136,228.024,-61.3641,248.2687
dafa,S1,R1,rotate,65984,0.3648,0.0424,-0.3124,224.6838,-63.1993,248.3622
dafa,S1,R1,rotate,65994,0.3652,0.041,-0.3114,219.3685,-65.0625,248.4476
dafa,S1,R1,rotate,66004,0.3657,0.0396,-0.3107,212.4538,-66.7246,248.5257
dafa,S1,R1,rotate,66014,0.3661,0.0385,-0.3099,204.1433,-67.6247,248.5974
dafa,S1,R1,rotate,66024,0.3665,0.0374,-0.3091,194.7508,-67.4616,248.6635
dafa,S1,R1,rotate,66034,0.3668,0.0363,-0.3082,184.3134,-66.5761,248.7246
dafa,S1,R1,rotate,66044,0.3671,0.0352,-0.3073,172.8882,-65.253,248.7812
dafa,S1,R1,rotate,66054,0.3675,0.034,-0.3064,161.2617,-63.7632,248.8338
dafa,S1,R1,rotate,66064,0.368,0.0326,-0.3055,150.325,-62.5605,248.8827
dafa,S1,R1,rotate,66074,0.3685,0.0309,-0.3047,140.0618,-62.0204,248.9284
dafa,S1,R1,rotate,66084,0.3688,0.0292,-0.3039,130.0088,-62.0926,248.9371
dafa,S1,R1,rotate,66094,0.3689,0.0274,-0.3032,120.0465,-62.4467,247.4251
dafa,S1,R1,rotate,66104,0.3686,0.0257,-0.3027,110.0413,-62.2359,243.2114
dafa,S1,R1,rotate,66114,0.3685,0.024,-0.3024,99.729,-60.6279,234.2747
dafa,S1,R1,rotate,66124,0.3684,0.0222,-0.302,88.7707,-57.5497,216.9403
dafa,S1,R1,rotate,66134,0.3685,0.0204,-0.3016,76.8415,-53.2191,185.4952
dafa,S1,R1,rotate,66144,0.3687,0.0186,-0.3011,63.9263,-47.6282,135.7477
dafa,S1,R1,rotate,66154,0.369,0.0168,-0.3006,50.0372,-40.8844,70.8377
dafa,S1,R1,rotate,66164,0.3694,0.0149,-0.3,35.0676,-33.5008,1.8141
dafa,S1,R1,rotate,66174,0.3699,0.0129,-0.2994,18.994,-26.1368,-62.2349
dafa,S1,R1,rotate,66184,0.3703,0.011,-0.2988,1.7573,-19.5243,-120.3541
dafa,S1,R1,rotate,66194,0.3705,0.0091,-0.2982,-16.7077,-13.9929,-172.8405
dafa,S1,R1,rotate,66204,0.3706,0.0073,-0.2975,-36.1777,-9.262,-204.134
dafa,S1,R1,rotate,66214,0.3706,0.0056,-0.2969,-56.4499,-4.5949,-220.6729
dafa,S1,R1,rotate,66224,0.3705,0.0041,-0.2964,-77.1365,0.7239,-229.7072
dafa,S1,R1,rotate,66234,0.3704,0.0027,-0.2958,-97.3912,7.2055,-235.024
dafa,S1,R1,rotate,66244,0.3703,0.0015,-0.295,-116.4304,15.2443,-238.3927
dafa,S1,R1,rotate,66254,0.3703,0.0005,-0.2939,-134.1165,24.5184,-240.6638
dafa,S1,R1,rotate,66264,0.3702,-0.0005,-0.293,-149.5479,35.1468,-242.2738
dafa,S1,R1,rotate,66274,0.3702,-0.0014,-0.292,-160.7621,47.2172,-243.4619
dafa,S1,R1,rotate,66284,0.3702,-0.002,-0.2911,-170.0684,59.1047,-244.368
